State,State Name,Year,Month,Period,Indicator,Data Value,Percent Complete,Percent Pending Investigation,Footnote
WA,Washington,2016,August,12 month-ending,Psychostimulants with abuse potential (T43.6),330,100,0.00915248,
WA,Washington,2016,July,12 month-ending,Psychostimulants with abuse potential (T43.6),329,100,0.007318367,
WA,Washington,2016,May,12 month-ending,Psychostimulants with abuse potential (T43.6),328,100,0.005479152,
WA,Washington,2016,June,12 month-ending,Heroin (T40.1),326,100,0.005482957,
WA,Washington,2016,September,12 month-ending,Psychostimulants with abuse potential (T43.6),325,100,0.014656578,
WA,Washington,2016,June,12 month-ending,Psychostimulants with abuse potential (T43.6),324,100,0.005482957,
WA,Washington,2016,November,12 month-ending,Psychostimulants with abuse potential (T43.6),324,100,0.0164808,
WA,Washington,2016,January,12 month-ending,Heroin (T40.1),323,100,0.005510452,
WA,Washington,2016,August,12 month-ending,Heroin (T40.1),323,100,0.00915248,
WA,Washington,2016,April,12 month-ending,Psychostimulants with abuse potential (T43.6),323,100,0.00547046,
WA,Washington,2016,October,12 month-ending,Psychostimulants with abuse potential (T43.6),322,100,0.014627903,
WA,Washington,2016,February,12 month-ending,Heroin (T40.1),320,100,0.003657979,
WA,Washington,2016,September,12 month-ending,Heroin (T40.1),319,100,0.014656578,
WA,Washington,2016,March,12 month-ending,Heroin (T40.1),317,100,0.005480353,
WA,Washington,2016,March,12 month-ending,Psychostimulants with abuse potential (T43.6),317,100,0.005480353,
WA,Washington,2016,January,12 month-ending,Psychostimulants with abuse potential (T43.6),316,100,0.005510452,
WA,Washington,2016,February,12 month-ending,Psychostimulants with abuse potential (T43.6),316,100,0.003657979,
WA,Washington,2015,November,12 month-ending,Psychostimulants with abuse potential (T43.6),315,100,0.00550863,
WA,Washington,2015,September,12 month-ending,Heroin (T40.1),311,100,0.005522014,
WA,Washington,2015,October,12 month-ending,Psychostimulants with abuse potential (T43.6),311,100,0.007345784,
WA,Washington,2015,December,12 month-ending,Psychostimulants with abuse potential (T43.6),311,100,0.005491589,
WA,Washington,2016,October,12 month-ending,Heroin (T40.1),310,100,0.014627903,
WA,Washington,2015,September,12 month-ending,Psychostimulants with abuse potential (T43.6),310,100,0.005522014,
WA,Washington,2015,October,12 month-ending,Heroin (T40.1),307,100,0.007345784,
WA,Washington,2015,November,12 month-ending,Heroin (T40.1),307,100,0.00550863,
WA,Washington,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),307,100,0.00915248,
WA,Washington,2015,December,12 month-ending,Heroin (T40.1),306,100,0.005491589,
WA,Washington,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),302,100,0.007318367,
WA,Washington,2015,August,12 month-ending,Heroin (T40.1),299,100,0.005554013,
WA,Washington,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),299,100,0.014656578,
WA,Washington,2016,November,12 month-ending,Heroin (T40.1),298,100,0.0164808,
WA,Washington,2015,March,12 month-ending,Heroin (T40.1),297,100,0.00756859,
WA,Washington,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),297,100,0.014627903,
WA,Washington,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),296,100,0.005482957,
WA,Washington,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),295,100,0.00547046,
WA,Washington,2017,March,12 month-ending,Heroin (T40.1),294,100,0.071282188,*Likely underreported due to incomplete data
WA,Washington,2015,June,12 month-ending,Heroin (T40.1),293,100,0.005591069,
WA,Washington,2016,December,12 month-ending,Heroin (T40.1),293,100,0.020085088,
WA,Washington,2015,April,12 month-ending,Heroin (T40.1),292,100,0.007545177,
WA,Washington,2015,August,12 month-ending,Psychostimulants with abuse potential (T43.6),292,100,0.005554013,
WA,Washington,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),291,100,0.007620935,
WA,Washington,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),291,100,0.020085088,
WA,Washington,2015,January,12 month-ending,Heroin (T40.1),288,100,0.007620935,
WA,Washington,2015,July,12 month-ending,Heroin (T40.1),288,100,0.005560292,
WA,Washington,2017,February,12 month-ending,Heroin (T40.1),288,100,0.062404165,*Likely underreported due to incomplete data
WA,Washington,2015,February,12 month-ending,Heroin (T40.1),286,100,0.00950733,
WA,Washington,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),286,100,0.0164808,
WA,Washington,2015,May,12 month-ending,Heroin (T40.1),285,100,0.007491058,
WA,Washington,2017,January,12 month-ending,Heroin (T40.1),284,100,0.041236374,*Likely underreported due to incomplete data
WA,Washington,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.00950733,
WA,Washington,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.005480353,
WA,Washington,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),282,100,0.005479152,
WA,Washington,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),281,100,0.007491058,
WA,Washington,2015,July,12 month-ending,Psychostimulants with abuse potential (T43.6),281,100,0.005560292,
WA,Washington,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),280,100,0.00756859,
WA,Washington,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),280,100,0.005591069,
WA,Washington,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),279,100,0.007545177,
WA,Washington,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),279,100,0.003657979,
WA,Washington,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),279,100,0.041236374,*Likely underreported due to incomplete data
WA,Washington,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),273,100,0.005560292,
WA,Washington,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),272,100,0.005510452,
WA,Washington,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),272,100,0.071282188,*Likely underreported due to incomplete data
WA,Washington,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),269,100,0.062404165,*Likely underreported due to incomplete data
WA,Washington,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),268,100,0.007345784,
WA,Washington,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),267,100,0.00550863,
WA,Washington,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),266,100,0.005554013,
WA,Washington,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),264,100,0.005522014,
WA,Washington,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),264,100,0.005491589,
WA,Washington,2015,June,12 month-ending,Psychostimulants with abuse potential (T43.6),263,100,0.005591069,
WA,Washington,2015,May,12 month-ending,Psychostimulants with abuse potential (T43.6),250,100,0.007491058,
WA,Washington,2015,April,12 month-ending,Psychostimulants with abuse potential (T43.6),248,100,0.007545177,
WA,Washington,2015,March,12 month-ending,Psychostimulants with abuse potential (T43.6),245,100,0.00756859,
WA,Washington,2015,January,12 month-ending,Psychostimulants with abuse potential (T43.6),242,100,0.007620935,
WA,Washington,2015,February,12 month-ending,Psychostimulants with abuse potential (T43.6),241,100,0.00950733,
WA,Washington,2016,September,12 month-ending,Methadone (T40.3),136,100,0.014656578,
WA,Washington,2016,August,12 month-ending,Methadone (T40.3),135,100,0.00915248,
WA,Washington,2016,October,12 month-ending,Methadone (T40.3),133,100,0.014627903,
WA,Washington,2016,July,12 month-ending,Methadone (T40.3),132,100,0.007318367,
WA,Washington,2016,November,12 month-ending,Methadone (T40.3),131,100,0.0164808,
WA,Washington,2016,December,12 month-ending,Methadone (T40.3),128,100,0.020085088,
WA,Washington,2017,January,12 month-ending,Methadone (T40.3),126,100,0.041236374,*Likely underreported due to incomplete data
WA,Washington,2017,March,12 month-ending,Methadone (T40.3),125,100,0.071282188,*Likely underreported due to incomplete data
WA,Washington,2016,April,12 month-ending,Methadone (T40.3),122,100,0.00547046,
WA,Washington,2016,June,12 month-ending,Methadone (T40.3),122,100,0.005482957,
WA,Washington,2016,February,12 month-ending,Methadone (T40.3),121,100,0.003657979,
WA,Washington,2017,February,12 month-ending,Methadone (T40.3),120,100,0.062404165,*Likely underreported due to incomplete data
WA,Washington,2016,January,12 month-ending,Methadone (T40.3),119,100,0.005510452,
WA,Washington,2015,May,12 month-ending,Methadone (T40.3),116,100,0.007491058,
WA,Washington,2016,March,12 month-ending,Methadone (T40.3),116,100,0.005480353,
WA,Washington,2015,December,12 month-ending,Methadone (T40.3),115,100,0.005491589,
WA,Washington,2016,May,12 month-ending,Methadone (T40.3),114,100,0.005479152,
WA,Washington,2015,October,12 month-ending,Methadone (T40.3),112,100,0.007345784,
WA,Washington,2015,March,12 month-ending,Methadone (T40.3),111,100,0.00756859,
WA,Washington,2015,September,12 month-ending,Methadone (T40.3),111,100,0.005522014,
WA,Washington,2015,January,12 month-ending,Methadone (T40.3),110,100,0.007620935,
WA,Washington,2015,June,12 month-ending,Methadone (T40.3),110,100,0.005591069,
WA,Washington,2015,April,12 month-ending,Methadone (T40.3),109,100,0.007545177,
WA,Washington,2015,November,12 month-ending,Methadone (T40.3),109,100,0.00550863,
WA,Washington,2015,July,12 month-ending,Methadone (T40.3),108,100,0.005560292,
WA,Washington,2015,February,12 month-ending,Methadone (T40.3),106,100,0.00950733,
WA,Washington,2015,August,12 month-ending,Methadone (T40.3),105,100,0.005554013,
WA,Washington,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",104,100,0.071282188,*Likely underreported due to incomplete data
WA,Washington,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",103,100,0.062404165,*Likely underreported due to incomplete data
WA,Washington,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",100,100,0.041236374,*Likely underreported due to incomplete data
WA,Washington,2015,January,12 month-ending,Percent with drugs specified,96.18473896,100,0.007620935,
WA,Washington,2015,February,12 month-ending,Percent with drugs specified,95.8,100,0.00950733,
WA,Washington,2015,March,12 month-ending,Percent with drugs specified,95.57956778,100,0.00756859,
WA,Washington,2015,April,12 month-ending,Percent with drugs specified,95.47689282,100,0.007545177,
WA,Washington,2015,October,12 month-ending,Percent with drugs specified,95.35941765,100,0.007345784,
WA,Washington,2015,September,12 month-ending,Percent with drugs specified,95.2293578,100,0.005522014,
WA,Washington,2015,November,12 month-ending,Percent with drugs specified,95.22522523,100,0.00550863,
WA,Washington,2015,August,12 month-ending,Percent with drugs specified,95.21575985,100,0.005554013,
WA,Washington,2015,June,12 month-ending,Percent with drugs specified,95.04761905,100,0.005591069,
WA,Washington,2015,July,12 month-ending,Percent with drugs specified,95.03745318,100,0.005560292,
WA,Washington,2016,February,12 month-ending,Percent with drugs specified,94.90781387,100,0.003657979,
WA,Washington,2016,March,12 month-ending,Percent with drugs specified,94.8943662,100,0.005480353,
WA,Washington,2016,January,12 month-ending,Percent with drugs specified,94.88536155,100,0.005510452,
WA,Washington,2015,May,12 month-ending,Percent with drugs specified,94.80392157,100,0.007491058,
WA,Washington,2015,December,12 month-ending,Percent with drugs specified,94.67989179,100,0.005491589,
WA,Washington,2016,April,12 month-ending,Percent with drugs specified,94.41580756,100,0.00547046,
WA,Washington,2016,May,12 month-ending,Percent with drugs specified,94.23407917,100,0.005479152,
WA,Washington,2016,July,12 month-ending,Percent with drugs specified,93.70748299,100,0.007318367,
WA,Washington,2016,June,12 month-ending,Percent with drugs specified,93.62618432,100,0.005482957,
WA,Washington,2016,September,12 month-ending,Percent with drugs specified,93.49871685,100,0.014656578,
WA,Washington,2016,August,12 month-ending,Percent with drugs specified,93.48010161,100,0.00915248,
WA,Washington,2016,December,12 month-ending,Percent with drugs specified,93.44115004,100,0.020085088,
WA,Washington,2017,March,12 month-ending,Percent with drugs specified,93.41155235,100,0.071282188,*Likely underreported due to incomplete data
WA,Washington,2016,October,12 month-ending,Percent with drugs specified,93.23503903,100,0.014627903,
WA,Washington,2017,February,12 month-ending,Percent with drugs specified,93.17561419,100,0.062404165,*Likely underreported due to incomplete data
WA,Washington,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",93,100,0.020085088,
WA,Washington,2016,November,12 month-ending,Percent with drugs specified,92.96527159,100,0.0164808,
WA,Washington,2017,January,12 month-ending,Percent with drugs specified,92.89617486,100,0.041236374,*Likely underreported due to incomplete data
WA,Washington,2016,September,12 month-ending,Cocaine (T40.5),92,100,0.014656578,
WA,Washington,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",92,100,0.0164808,
WA,Washington,2016,August,12 month-ending,Cocaine (T40.5),91,100,0.00915248,
WA,Washington,2016,February,12 month-ending,Cocaine (T40.5),89,100,0.003657979,
WA,Washington,2015,February,12 month-ending,Cocaine (T40.5),88,100,0.00950733,
WA,Washington,2015,March,12 month-ending,Cocaine (T40.5),88,100,0.00756859,
WA,Washington,2016,March,12 month-ending,Cocaine (T40.5),88,100,0.005480353,
WA,Washington,2016,October,12 month-ending,Cocaine (T40.5),88,100,0.014627903,
WA,Washington,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",88,100,0.014627903,
WA,Washington,2015,January,12 month-ending,Cocaine (T40.5),87,100,0.007620935,
WA,Washington,2015,April,12 month-ending,Cocaine (T40.5),87,100,0.007545177,
WA,Washington,2015,September,12 month-ending,Cocaine (T40.5),87,100,0.005522014,
WA,Washington,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",87,100,0.00915248,
WA,Washington,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",87,100,0.014656578,
WA,Washington,2016,January,12 month-ending,Cocaine (T40.5),86,100,0.005510452,
WA,Washington,2016,April,12 month-ending,Cocaine (T40.5),86,100,0.00547046,
WA,Washington,2016,May,12 month-ending,Cocaine (T40.5),86,100,0.005479152,
WA,Washington,2015,May,12 month-ending,Cocaine (T40.5),85,100,0.007491058,
WA,Washington,2015,June,12 month-ending,Cocaine (T40.5),85,100,0.005591069,
WA,Washington,2015,July,12 month-ending,Cocaine (T40.5),85,100,0.005560292,
WA,Washington,2015,October,12 month-ending,Cocaine (T40.5),84,100,0.007345784,
WA,Washington,2015,November,12 month-ending,Cocaine (T40.5),84,100,0.00550863,
WA,Washington,2017,February,12 month-ending,Cocaine (T40.5),83,100,0.062404165,*Likely underreported due to incomplete data
WA,Washington,2017,March,12 month-ending,Cocaine (T40.5),83,100,0.071282188,*Likely underreported due to incomplete data
WA,Washington,2015,August,12 month-ending,Cocaine (T40.5),82,100,0.005554013,
WA,Washington,2015,December,12 month-ending,Cocaine (T40.5),82,100,0.005491589,
WA,Washington,2016,June,12 month-ending,Cocaine (T40.5),82,100,0.005482957,
WA,Washington,2016,November,12 month-ending,Cocaine (T40.5),82,100,0.0164808,
WA,Washington,2016,December,12 month-ending,Cocaine (T40.5),82,100,0.020085088,
WA,Washington,2017,January,12 month-ending,Cocaine (T40.5),81,100,0.041236374,*Likely underreported due to incomplete data
WA,Washington,2016,July,12 month-ending,Cocaine (T40.5),80,100,0.007318367,
WA,Washington,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",77,100,0.007318367,
WA,Washington,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",76,100,0.005482957,
WA,Washington,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",75,100,0.005479152,
WA,Washington,2015,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",74,100,0.005560292,
WA,Washington,2015,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",74,100,0.005554013,
WA,Washington,2015,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",73,100,0.005522014,
WA,Washington,2015,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",70,100,0.007345784,
WA,Washington,2015,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",68,100,0.00950733,
WA,Washington,2015,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",68,100,0.007545177,
WA,Washington,2015,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",68,100,0.007491058,
WA,Washington,2015,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",68,100,0.005591069,
WA,Washington,2015,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",67,100,0.007620935,
WA,Washington,2015,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",67,100,0.00756859,
WA,Washington,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",67,100,0.00550863,
WA,Washington,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",67,100,0.00547046,
WA,Washington,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",65,100,0.005491589,
WA,Washington,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",63,100,0.005480353,
WA,Washington,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",61,100,0.005510452,
WA,Washington,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",59,100,0.003657979,
WV,West Virginia,2015,October,12 month-ending,Number of Deaths,22365,100,0.178850883,
WV,West Virginia,2015,September,12 month-ending,Number of Deaths,22294,100,0.201848031,
WV,West Virginia,2015,July,12 month-ending,Number of Deaths,22290,100,0.201884253,
WV,West Virginia,2015,August,12 month-ending,Number of Deaths,22290,100,0.201884253,
WV,West Virginia,2015,November,12 month-ending,Number of Deaths,22251,100,0.161790481,
WV,West Virginia,2015,May,12 month-ending,Number of Deaths,22201,100,0.16665916,
WV,West Virginia,2015,December,12 month-ending,Number of Deaths,22173,100,0.139809678,
WV,West Virginia,2015,June,12 month-ending,Number of Deaths,22163,100,0.212065154,
WV,West Virginia,2015,April,12 month-ending,Number of Deaths,22086,100,0.16752694,
WV,West Virginia,2017,March,12 month-ending,Number of Deaths,22034,98.5,0.422074975,*Likely underreported due to incomplete data
WV,West Virginia,2016,December,12 month-ending,Number of Deaths,21990,100,0.109140518,
WV,West Virginia,2016,January,12 month-ending,Number of Deaths,21943,100,0.141275122,
WV,West Virginia,2016,November,12 month-ending,Number of Deaths,21916,100,0.091257529,
WV,West Virginia,2017,February,12 month-ending,Number of Deaths,21906,98.6,0.296722359,*Likely underreported due to incomplete data
WV,West Virginia,2017,January,12 month-ending,Number of Deaths,21902,98.8,0.191763309,*Likely underreported due to incomplete data
WV,West Virginia,2015,March,12 month-ending,Number of Deaths,21882,100,0.15537885,
WV,West Virginia,2016,September,12 month-ending,Number of Deaths,21845,100,0.082398718,
WV,West Virginia,2016,October,12 month-ending,Number of Deaths,21840,100,0.082417582,
WV,West Virginia,2016,July,12 month-ending,Number of Deaths,21830,100,0.100778745,
WV,West Virginia,2016,February,12 month-ending,Number of Deaths,21824,100,0.12829912,
WV,West Virginia,2016,June,12 month-ending,Number of Deaths,21817,100,0.082504469,
WV,West Virginia,2015,February,12 month-ending,Number of Deaths,21811,100,0.16505433,
WV,West Virginia,2016,August,12 month-ending,Number of Deaths,21807,100,0.096299353,
WV,West Virginia,2016,March,12 month-ending,Number of Deaths,21804,100,0.128416804,
WV,West Virginia,2015,January,12 month-ending,Number of Deaths,21732,100,0.156451316,
WV,West Virginia,2016,April,12 month-ending,Number of Deaths,21727,100,0.115064206,
WV,West Virginia,2016,May,12 month-ending,Number of Deaths,21717,100,0.119721877,
VT,Vermont,2015,November,12 month-ending,Number of Drug Overdose Deaths,99,100,0,
VT,Vermont,2015,December,12 month-ending,Number of Drug Overdose Deaths,99,100,0,
WY,Wyoming,2016,July,12 month-ending,Number of Drug Overdose Deaths,99,100,0,
WY,Wyoming,2016,March,12 month-ending,Number of Drug Overdose Deaths,98,100,0.045228403,
VT,Vermont,2015,October,12 month-ending,Number of Drug Overdose Deaths,96,100,0,
VT,Vermont,2015,July,12 month-ending,Number of Drug Overdose Deaths,95,100,0,
WY,Wyoming,2015,October,12 month-ending,Number of Drug Overdose Deaths,95,100,0.044454323,
WY,Wyoming,2016,August,12 month-ending,Number of Drug Overdose Deaths,95,100,0,
VT,Vermont,2015,June,12 month-ending,Number of Drug Overdose Deaths,94,100,0,
WY,Wyoming,2016,January,12 month-ending,Number of Drug Overdose Deaths,94,100,0.044994376,
WY,Wyoming,2016,May,12 month-ending,Number of Drug Overdose Deaths,94,100,0.045413261,
WY,Wyoming,2016,October,12 month-ending,Number of Drug Overdose Deaths,94,100,0,
WY,Wyoming,2016,November,12 month-ending,Number of Drug Overdose Deaths,94,100,0,
WY,Wyoming,2016,December,12 month-ending,Number of Drug Overdose Deaths,93,100,0,
WY,Wyoming,2015,November,12 month-ending,Number of Drug Overdose Deaths,93,100,0.044444444,
WY,Wyoming,2016,April,12 month-ending,Number of Drug Overdose Deaths,93,100,0.045672528,
WY,Wyoming,2016,September,12 month-ending,Number of Drug Overdose Deaths,93,100,0,
WY,Wyoming,2015,December,12 month-ending,Number of Drug Overdose Deaths,92,100,0.044375416,
VT,Vermont,2015,May,12 month-ending,Number of Drug Overdose Deaths,91,100,0,
WV,West Virginia,2017,January,12 month-ending,Number of Drug Overdose Deaths,910,98.8,0.191763309,*Likely underreported due to incomplete data
WY,Wyoming,2016,February,12 month-ending,Number of Drug Overdose Deaths,90,100,0.044903458,
WY,Wyoming,2017,February,12 month-ending,Number of Drug Overdose Deaths,90,100,0,*Likely underreported due to incomplete data
VT,Vermont,2015,April,12 month-ending,Number of Drug Overdose Deaths,85,100,0,
ND,North Dakota,2017,February,12 month-ending,Number of Drug Overdose Deaths,84,100,0.261399942,*Likely underreported due to incomplete data
VT,Vermont,2015,March,12 month-ending,Number of Drug Overdose Deaths,82,100,0,
WY,Wyoming,2017,March,12 month-ending,Number of Drug Overdose Deaths,82,100,0,*Likely underreported due to incomplete data
WI,Wisconsin,2017,January,12 month-ending,Number of Drug Overdose Deaths,1096,100,0.134802034,*Likely underreported due to incomplete data
WV,West Virginia,2017,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",517,98.5,0.422074975,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",495,98.6,0.296722359,*Likely underreported due to incomplete data
WV,West Virginia,2017,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",474,98.8,0.191763309,*Likely underreported due to incomplete data
WV,West Virginia,2016,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",432,100,0.109140518,
WV,West Virginia,2016,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",398,100,0.091257529,
WV,West Virginia,2015,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),390,100,0.212065154,
WV,West Virginia,2015,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),389,100,0.16752694,
WV,West Virginia,2015,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),387,100,0.15537885,
WV,West Virginia,2015,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),386,100,0.16665916,
WV,West Virginia,2015,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),377,100,0.16505433,
WV,West Virginia,2015,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),377,100,0.201884253,
WV,West Virginia,2015,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),375,100,0.201884253,
WV,West Virginia,2015,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),374,100,0.156451316,
WV,West Virginia,2015,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),374,100,0.201848031,
WV,West Virginia,2015,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),368,100,0.178850883,
WV,West Virginia,2016,October,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",363,100,0.082417582,
WV,West Virginia,2015,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),361,100,0.161790481,
WV,West Virginia,2016,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),361,100,0.12829912,
WV,West Virginia,2015,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),360,100,0.139809678,
WV,West Virginia,2016,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),357,100,0.128416804,
WV,West Virginia,2016,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),356,100,0.141275122,
WV,West Virginia,2016,April,12 month-ending,Natural & semi-synthetic opioids (T40.2),351,100,0.115064206,
WV,West Virginia,2016,June,12 month-ending,Natural & semi-synthetic opioids (T40.2),350,100,0.082504469,
WV,West Virginia,2016,July,12 month-ending,Natural & semi-synthetic opioids (T40.2),349,100,0.100778745,
WV,West Virginia,2016,September,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",349,100,0.082398718,
WV,West Virginia,2016,May,12 month-ending,Natural & semi-synthetic opioids (T40.2),347,100,0.119721877,
WV,West Virginia,2016,September,12 month-ending,Natural & semi-synthetic opioids (T40.2),344,100,0.082398718,
WV,West Virginia,2016,August,12 month-ending,Natural & semi-synthetic opioids (T40.2),340,100,0.096299353,
WV,West Virginia,2016,October,12 month-ending,Natural & semi-synthetic opioids (T40.2),328,100,0.082417582,
WV,West Virginia,2016,August,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",325,100,0.096299353,
WV,West Virginia,2016,November,12 month-ending,Natural & semi-synthetic opioids (T40.2),324,100,0.091257529,
WV,West Virginia,2016,December,12 month-ending,Natural & semi-synthetic opioids (T40.2),324,100,0.109140518,
WV,West Virginia,2017,January,12 month-ending,Natural & semi-synthetic opioids (T40.2),324,98.8,0.191763309,*Likely underreported due to incomplete data
WV,West Virginia,2017,February,12 month-ending,Natural & semi-synthetic opioids (T40.2),318,98.6,0.296722359,*Likely underreported due to incomplete data
WV,West Virginia,2016,July,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",311,100,0.100778745,
WV,West Virginia,2017,March,12 month-ending,Natural & semi-synthetic opioids (T40.2),305,98.5,0.422074975,*Likely underreported due to incomplete data
WV,West Virginia,2016,June,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",292,100,0.082504469,
WV,West Virginia,2016,May,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",273,100,0.119721877,
WV,West Virginia,2016,March,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",263,100,0.128416804,
WV,West Virginia,2016,April,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",258,100,0.115064206,
WV,West Virginia,2016,February,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",252,100,0.12829912,
WV,West Virginia,2017,January,12 month-ending,Heroin (T40.1),245,98.8,0.191763309,*Likely underreported due to incomplete data
WV,West Virginia,2016,August,12 month-ending,Heroin (T40.1),244,100,0.096299353,
WV,West Virginia,2016,November,12 month-ending,Heroin (T40.1),243,100,0.091257529,
WV,West Virginia,2017,March,12 month-ending,Heroin (T40.1),242,98.5,0.422074975,*Likely underreported due to incomplete data
WV,West Virginia,2016,December,12 month-ending,Heroin (T40.1),241,100,0.109140518,
WV,West Virginia,2016,July,12 month-ending,Heroin (T40.1),240,100,0.100778745,
WV,West Virginia,2017,February,12 month-ending,Heroin (T40.1),239,98.6,0.296722359,*Likely underreported due to incomplete data
WV,West Virginia,2016,September,12 month-ending,Heroin (T40.1),238,100,0.082398718,
WV,West Virginia,2016,October,12 month-ending,Heroin (T40.1),231,100,0.082417582,
WV,West Virginia,2016,January,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",230,100,0.141275122,
WV,West Virginia,2016,June,12 month-ending,Heroin (T40.1),228,100,0.082504469,
WV,West Virginia,2015,December,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",224,100,0.139809678,
WV,West Virginia,2016,May,12 month-ending,Heroin (T40.1),218,100,0.119721877,
WV,West Virginia,2016,March,12 month-ending,Heroin (T40.1),214,100,0.128416804,
WV,West Virginia,2016,April,12 month-ending,Heroin (T40.1),211,100,0.115064206,
WV,West Virginia,2015,November,12 month-ending,"Synthetic opioids, excl. methadone (T40.4)",210,100,0.161790481,
